"unit","frame","path","width","height","sha256"
"pterosaur_queen","attack_2","assets/sprites/enemies/battle/frames/pterosaur_queen/attack_2.png","248","312","734ac09ee6041730aacc81d59ba635fe6b91ddd164ecf394f18d401cda1c372a"
"pterosaur_queen","attack_3","assets/sprites/enemies/battle/frames/pterosaur_queen/attack_3.png","248","312","f5544152d93bdf432cc8ebb8546c3dbf92218d0ec38835b8118236ecf89bcaa5"
"pterosaur_queen","death_0","assets/sprites/enemies/battle/frames/pterosaur_queen/death_0.png","248","312","40179380948cced25102be7a4647deca1c719bc8261e7ced9e53439f5491d24a"
"pterosaur_queen","death_1","assets/sprites/enemies/battle/frames/pterosaur_queen/death_1.png","248","312","bcd6302bc63a118e2a324fe1a8924829f15941091555b982a32723d44b464fb9"
"pterosaur_queen","death_2","assets/sprites/enemies/battle/frames/pterosaur_queen/death_2.png","248","312","cba1f3269e69921bd76dddb8a5234ad89fe7fcc3ab008e1fc1f973c80fafc758"
"pterosaur_queen","death_3","assets/sprites/enemies/battle/frames/pterosaur_queen/death_3.png","248","312","7d451b6d033a7834d976fe103f22d06881030244d00f006214da557ac370ec0c"
"pterosaur_queen","hit_0","assets/sprites/enemies/battle/frames/pterosaur_queen/hit_0.png","248","312","2e2b872ee4bbffad8cdfcb33677349eb6f1377204a48642a02370e981a5590e8"
"pterosaur_queen","hit_1","assets/sprites/enemies/battle/frames/pterosaur_queen/hit_1.png","248","312","c8ab9d63407f62d46e3a9546eb573e0df0785406da88f66b85d4fe0dc9aff548"
"pterosaur_queen","idle_0","assets/sprites/enemies/battle/frames/pterosaur_queen/idle_0.png","248","312","c42e6b843c98359a992498c749b02bd7d68b258c2e0597c1662498c5a2c74957"
"pterosaur_queen","idle_1","assets/sprites/enemies/battle/frames/pterosaur_queen/idle_1.png","248","312","94b40de7d4882d15ab4486534683d454ae8cf4b1dbd8bd8c83d7f57bd1dfaa0f"
"pterosaur_queen","idle_2","assets/sprites/enemies/battle/frames/pterosaur_queen/idle_2.png","248","312","f46556b435c2bdcecc5691f7d4368cf941a0234fb46fbbea3750d0bb0e7dff4a"
"pterosaur_queen","idle_3","assets/sprites/enemies/battle/frames/pterosaur_queen/idle_3.png","248","312","18d7ee71ad7a69f2e8a22acb94dea6ea167e4a14e83883deb84cb0015ef0e848"
